"ANNEE","C_REGION","L_REGION","C_DEPT","N_DEPT","C_TYP_REG_DECHET","L_TYP_REG_DECHET","C_TYP_REG_SERVICE","L_TYP_REG_SERVICE","TONNAGE_DECH"
2011,44,"Grand-Est","54","Meurthe-et-Moselle","02E","Déblais et gravats","02E","Valorisation organique",468.94
2011,44,"Grand-Est","54","Meurthe-et-Moselle","02E","Déblais et gravats","02F","Stockage pour inertes",12156.34844
2011,44,"Grand-Est","54","Meurthe-et-Moselle","02E","Déblais et gravats","02Z","Non précisé",20260.32937
2011,44,"Grand-Est","54","Meurthe-et-Moselle","02F","DEEE","02A","Valorisation matière",1235.72819
2011,44,"Grand-Est","54","Meurthe-et-Moselle","02F","DEEE","02Z","Non précisé",2229.98675
2011,44,"Grand-Est","54","Meurthe-et-Moselle","02Z","Autres déchets","02A","Valorisation matière",1.47686
2011,44,"Grand-Est","54","Meurthe-et-Moselle","02Z","Autres déchets","02B","Incinération avec récupération d'énergie",1.86
2011,44,"Grand-Est","54","Meurthe-et-Moselle","02Z","Autres déchets","02Z","Non précisé",7.76799
2011,44,"Grand-Est","55","Meuse","02A","Déchets dangereux","02A","Valorisation matière",3.00193
2011,44,"Grand-Est","55","Meuse","02A","Déchets dangereux","02C","Incinération sans récupération d'énergie",8.26702
2011,44,"Grand-Est","55","Meuse","02A","Déchets dangereux","02Z","Non précisé",285.51657
2011,44,"Grand-Est","55","Meuse","02B","Matériaux recyclables","02A","Valorisation matière",1210.52399
2011,44,"Grand-Est","55","Meuse","02B","Matériaux recyclables","02B","Incinération avec récupération d'énergie",23
2011,44,"Grand-Est","55","Meuse","02B","Matériaux recyclables","02E","Valorisation organique",35
2011,44,"Grand-Est","55","Meuse","02B","Matériaux recyclables","02Z","Non précisé",1593.20322
2011,44,"Grand-Est","55","Meuse","02C","Déchets verts","02E","Valorisation organique",5365.21117
2011,44,"Grand-Est","55","Meuse","02C","Déchets verts","02Z","Non précisé",1135
2011,44,"Grand-Est","55","Meuse","02D","Encombrants","02A","Valorisation matière",22
2011,44,"Grand-Est","55","Meuse","02D","Encombrants","02D","Stockage",10618.21768
2011,44,"Grand-Est","55","Meuse","02D","Encombrants","02Z","Non précisé",3476.39739
2011,44,"Grand-Est","55","Meuse","02E","Déblais et gravats","02D","Stockage",85
2011,44,"Grand-Est","55","Meuse","02E","Déblais et gravats","02F","Stockage pour inertes",2616.38401
2011,44,"Grand-Est","55","Meuse","02E","Déblais et gravats","02Z","Non précisé",2647
2011,44,"Grand-Est","55","Meuse","02F","DEEE","02A","Valorisation matière",153.70736
2011,44,"Grand-Est","55","Meuse","02F","DEEE","02Z","Non précisé",694
2011,44,"Grand-Est","55","Meuse","02Z","Autres déchets","02A","Valorisation matière",0.00193
2011,44,"Grand-Est","55","Meuse","02Z","Autres déchets","02Z","Non précisé",0.12
2011,44,"Grand-Est","57","Moselle","02A","Déchets dangereux","02A","Valorisation matière",131.98716
2011,44,"Grand-Est","57","Moselle","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",26.9755
2011,44,"Grand-Est","57","Moselle","02A","Déchets dangereux","02C","Incinération sans récupération d'énergie",845.83602
2011,44,"Grand-Est","57","Moselle","02A","Déchets dangereux","02Z","Non précisé",553.13702
2011,44,"Grand-Est","57","Moselle","02B","Matériaux recyclables","02A","Valorisation matière",28633.88712
2011,44,"Grand-Est","57","Moselle","02B","Matériaux recyclables","02B","Incinération avec récupération d'énergie",3143.15
2011,44,"Grand-Est","57","Moselle","02B","Matériaux recyclables","02C","Incinération sans récupération d'énergie",3.44
2011,44,"Grand-Est","57","Moselle","02B","Matériaux recyclables","02E","Valorisation organique",2886
2011,44,"Grand-Est","57","Moselle","02B","Matériaux recyclables","02Z","Non précisé",3922.20947
2011,44,"Grand-Est","57","Moselle","02C","Déchets verts","02E","Valorisation organique",45107.28046
2011,44,"Grand-Est","57","Moselle","02C","Déchets verts","02Z","Non précisé",754.5
2011,44,"Grand-Est","57","Moselle","02D","Encombrants","02A","Valorisation matière",35.33303
2011,44,"Grand-Est","57","Moselle","02D","Encombrants","02B","Incinération avec récupération d'énergie",5946.64873
2011,44,"Grand-Est","57","Moselle","02D","Encombrants","02D","Stockage",50578.75836
2011,44,"Grand-Est","57","Moselle","02D","Encombrants","02Z","Non précisé",177.13816
2011,44,"Grand-Est","57","Moselle","02E","Déblais et gravats","02A","Valorisation matière",6971.57009
2011,44,"Grand-Est","57","Moselle","02E","Déblais et gravats","02D","Stockage",650.58
2011,44,"Grand-Est","57","Moselle","02E","Déblais et gravats","02F","Stockage pour inertes",40739.65078
2011,44,"Grand-Est","57","Moselle","02E","Déblais et gravats","02Z","Non précisé",10749.48176
2011,44,"Grand-Est","57","Moselle","02F","DEEE","02A","Valorisation matière",2926.67322
2011,44,"Grand-Est","57","Moselle","02F","DEEE","02Z","Non précisé",1581.23386
2011,44,"Grand-Est","57","Moselle","02Z","Autres déchets","02A","Valorisation matière",3.347
2011,44,"Grand-Est","57","Moselle","02Z","Autres déchets","02B","Incinération avec récupération d'énergie",4.107
2011,44,"Grand-Est","57","Moselle","02Z","Autres déchets","02C","Incinération sans récupération d'énergie",5.47033
2011,44,"Grand-Est","57","Moselle","02Z","Autres déchets","02Z","Non précisé",33.90518
2011,44,"Grand-Est","67","Bas-Rhin","02A","Déchets dangereux","02A","Valorisation matière",535.38356
2011,44,"Grand-Est","67","Bas-Rhin","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",107.8
2011,44,"Grand-Est","67","Bas-Rhin","02A","Déchets dangereux","02C","Incinération sans récupération d'énergie",492.34751
2011,44,"Grand-Est","67","Bas-Rhin","02A","Déchets dangereux","02D","Stockage",23.36
2011,44,"Grand-Est","67","Bas-Rhin","02A","Déchets dangereux","02F","Stockage pour inertes",3.9
2011,44,"Grand-Est","67","Bas-Rhin","02A","Déchets dangereux","02Z","Non précisé",4.41185
2011,44,"Grand-Est","67","Bas-Rhin","02B","Matériaux recyclables","02A","Valorisation matière",22552.01931
2011,44,"Grand-Est","67","Bas-Rhin","02B","Matériaux recyclables","02E","Valorisation organique",19259.58588
2011,44,"Grand-Est","67","Bas-Rhin","02B","Matériaux recyclables","02Z","Non précisé",3304.11723
2011,44,"Grand-Est","67","Bas-Rhin","02C","Déchets verts","02E","Valorisation organique",46307.80113
2011,44,"Grand-Est","67","Bas-Rhin","02C","Déchets verts","02Z","Non précisé",809.38
2011,44,"Grand-Est","67","Bas-Rhin","02D","Encombrants","02A","Valorisation matière",0.91697
2011,44,"Grand-Est","67","Bas-Rhin","02D","Encombrants","02B","Incinération avec récupération d'énergie",32369.99488
2011,44,"Grand-Est","67","Bas-Rhin","02D","Encombrants","02D","Stockage",25486.97741
2011,44,"Grand-Est","67","Bas-Rhin","02D","Encombrants","02F","Stockage pour inertes",1173.56
2011,44,"Grand-Est","67","Bas-Rhin","02D","Encombrants","02Z","Non précisé",2.81737
2011,44,"Grand-Est","67","Bas-Rhin","02E","Déblais et gravats","02A","Valorisation matière",2.6839
2011,44,"Grand-Est","67","Bas-Rhin","02E","Déblais et gravats","02D","Stockage",51242.44044
2011,44,"Grand-Est","67","Bas-Rhin","02E","Déblais et gravats","02F","Stockage pour inertes",43.78477
2011,44,"Grand-Est","67","Bas-Rhin","02E","Déblais et gravats","02Z","Non précisé",961.23123
2011,44,"Grand-Est","67","Bas-Rhin","02F","DEEE","02A","Valorisation matière",6140.00041
2011,44,"Grand-Est","67","Bas-Rhin","02F","DEEE","02Z","Non précisé",135.75883
2011,44,"Grand-Est","67","Bas-Rhin","02Z","Autres déchets","02A","Valorisation matière",78.28364
2011,44,"Grand-Est","67","Bas-Rhin","02Z","Autres déchets","02C","Incinération sans récupération d'énergie",0.02667
2011,44,"Grand-Est","67","Bas-Rhin","02Z","Autres déchets","02Z","Non précisé",0.15482
2011,44,"Grand-Est","68","Haut-Rhin","02A","Déchets dangereux","02A","Valorisation matière",166.53583
2011,44,"Grand-Est","68","Haut-Rhin","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",904.01001
2011,44,"Grand-Est","68","Haut-Rhin","02A","Déchets dangereux","02C","Incinération sans récupération d'énergie",25.06603
2011,44,"Grand-Est","68","Haut-Rhin","02A","Déchets dangereux","02D","Stockage",70.5
2011,44,"Grand-Est","68","Haut-Rhin","02A","Déchets dangereux","02E","Valorisation organique",52
2011,44,"Grand-Est","68","Haut-Rhin","02A","Déchets dangereux","02Z","Non précisé",16.6499
2011,44,"Grand-Est","68","Haut-Rhin","02B","Matériaux recyclables","02A","Valorisation matière",20736.90568
2011,44,"Grand-Est","68","Haut-Rhin","02B","Matériaux recyclables","02E","Valorisation organique",12834.34412
2011,44,"Grand-Est","68","Haut-Rhin","02B","Matériaux recyclables","02Z","Non précisé",1155.64226
2011,44,"Grand-Est","68","Haut-Rhin","02C","Déchets verts","02E","Valorisation organique",36592.21033
2011,44,"Grand-Est","68","Haut-Rhin","02D","Encombrants","02A","Valorisation matière",572.86239
2011,44,"Grand-Est","68","Haut-Rhin","02D","Encombrants","02B","Incinération avec récupération d'énergie",27373.71961
2011,44,"Grand-Est","68","Haut-Rhin","02D","Encombrants","02D","Stockage",14829.60718
2011,44,"Grand-Est","68","Haut-Rhin","02D","Encombrants","02Z","Non précisé",645.2
2011,44,"Grand-Est","68","Haut-Rhin","02E","Déblais et gravats","02A","Valorisation matière",4087.36973
2011,44,"Grand-Est","68","Haut-Rhin","02E","Déblais et gravats","02D","Stockage",42828.54957
2011,44,"Grand-Est","68","Haut-Rhin","02E","Déblais et gravats","02E","Valorisation organique",1109
2011,44,"Grand-Est","68","Haut-Rhin","02E","Déblais et gravats","02F","Stockage pour inertes",375.28719
2011,44,"Grand-Est","68","Haut-Rhin","02F","DEEE","02A","Valorisation matière",3764.37842
2011,44,"Grand-Est","68","Haut-Rhin","02Z","Autres déchets","02A","Valorisation matière",20.13825
2011,44,"Grand-Est","68","Haut-Rhin","02Z","Autres déchets","02B","Incinération avec récupération d'énergie",42.78
2011,44,"Grand-Est","88","Vosges","02A","Déchets dangereux","02A","Valorisation matière",136.50551
2011,44,"Grand-Est","88","Vosges","02A","Déchets dangereux","02C","Incinération sans récupération d'énergie",25.1258
2011,44,"Grand-Est","88","Vosges","02A","Déchets dangereux","02D","Stockage",0.05718
2011,44,"Grand-Est","88","Vosges","02A","Déchets dangereux","02F","Stockage pour inertes",106.31771
2011,44,"Grand-Est","88","Vosges","02A","Déchets dangereux","02Z","Non précisé",546.98365
2011,44,"Grand-Est","88","Vosges","02B","Matériaux recyclables","02A","Valorisation matière",8700.74289
2011,44,"Grand-Est","88","Vosges","02B","Matériaux recyclables","02B","Incinération avec récupération d'énergie",918
2011,44,"Grand-Est","88","Vosges","02B","Matériaux recyclables","02E","Valorisation organique",1158.65829
2011,44,"Grand-Est","88","Vosges","02B","Matériaux recyclables","02Z","Non précisé",7065.64306
2011,44,"Grand-Est","88","Vosges","02C","Déchets verts","02E","Valorisation organique",17495.88047
2011,44,"Grand-Est","88","Vosges","02D","Encombrants","02B","Incinération avec récupération d'énergie",2331.46
2011,44,"Grand-Est","88","Vosges","02D","Encombrants","02D","Stockage",16963.20664
2011,44,"Grand-Est","88","Vosges","02D","Encombrants","02Z","Non précisé",704.58859
2011,44,"Grand-Est","88","Vosges","02E","Déblais et gravats","02A","Valorisation matière",898.00213
2011,44,"Grand-Est","88","Vosges","02E","Déblais et gravats","02D","Stockage",1836
2011,44,"Grand-Est","88","Vosges","02E","Déblais et gravats","02F","Stockage pour inertes",10094.91
2011,44,"Grand-Est","88","Vosges","02E","Déblais et gravats","02Z","Non précisé",2086.58764
2011,44,"Grand-Est","88","Vosges","02F","DEEE","02A","Valorisation matière",206.90716
2011,44,"Grand-Est","88","Vosges","02F","DEEE","02Z","Non précisé",2702.32246
2011,44,"Grand-Est","88","Vosges","02Z","Autres déchets","02A","Valorisation matière",24.39521
2011,44,"Grand-Est","88","Vosges","02Z","Autres déchets","02Z","Non précisé",3.116
2011,32,"Hauts-de-France","02","Aisne","02A","Déchets dangereux","02A","Valorisation matière",737.03004
2011,32,"Hauts-de-France","02","Aisne","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",53.56
2011,32,"Hauts-de-France","02","Aisne","02A","Déchets dangereux","02Z","Non précisé",55.07
2011,32,"Hauts-de-France","02","Aisne","02B","Matériaux recyclables","02A","Valorisation matière",5462.02004
2011,32,"Hauts-de-France","02","Aisne","02B","Matériaux recyclables","02B","Incinération avec récupération d'énergie",316.01
2011,32,"Hauts-de-France","02","Aisne","02B","Matériaux recyclables","02D","Stockage",48
2011,32,"Hauts-de-France","02","Aisne","02B","Matériaux recyclables","02E","Valorisation organique",5055.5259
2011,32,"Hauts-de-France","02","Aisne","02B","Matériaux recyclables","02Z","Non précisé",1203.61
2011,32,"Hauts-de-France","02","Aisne","02C","Déchets verts","02A","Valorisation matière",4340.22
2011,32,"Hauts-de-France","02","Aisne","02C","Déchets verts","02B","Incinération avec récupération d'énergie",2531.6
2011,32,"Hauts-de-France","02","Aisne","02C","Déchets verts","02E","Valorisation organique",18656.10534
2011,32,"Hauts-de-France","02","Aisne","02C","Déchets verts","02Z","Non précisé",1635.95
2011,32,"Hauts-de-France","02","Aisne","02D","Encombrants","02A","Valorisation matière",308.43
2011,32,"Hauts-de-France","02","Aisne","02D","Encombrants","02B","Incinération avec récupération d'énergie",3.88
2011,32,"Hauts-de-France","02","Aisne","02D","Encombrants","02D","Stockage",35435.03121
2011,32,"Hauts-de-France","02","Aisne","02E","Déblais et gravats","02A","Valorisation matière",14919.95542
2011,32,"Hauts-de-France","02","Aisne","02E","Déblais et gravats","02D","Stockage",110.14
2011,32,"Hauts-de-France","02","Aisne","02E","Déblais et gravats","02F","Stockage pour inertes",9521.02
2011,32,"Hauts-de-France","02","Aisne","02E","Déblais et gravats","02Z","Non précisé",3251.89
2011,32,"Hauts-de-France","02","Aisne","02F","DEEE","02A","Valorisation matière",2176.08012
2011,32,"Hauts-de-France","02","Aisne","02F","DEEE","02Z","Non précisé",23.73
2011,32,"Hauts-de-France","02","Aisne","02Z","Autres déchets","02A","Valorisation matière",8.4
2011,32,"Hauts-de-France","02","Aisne","02Z","Autres déchets","02B","Incinération avec récupération d'énergie",0.68
2011,32,"Hauts-de-France","59","Nord","02A","Déchets dangereux","02A","Valorisation matière",2052.36834
2011,32,"Hauts-de-France","59","Nord","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",221.083
2011,32,"Hauts-de-France","59","Nord","02A","Déchets dangereux","02C","Incinération sans récupération d'énergie",229.536
2011,32,"Hauts-de-France","59","Nord","02A","Déchets dangereux","02D","Stockage",2926.09338
2011,32,"Hauts-de-France","59","Nord","02A","Déchets dangereux","02F","Stockage pour inertes",23
2011,32,"Hauts-de-France","59","Nord","02A","Déchets dangereux","02Z","Non précisé",1857.33057
2011,32,"Hauts-de-France","59","Nord","02B","Matériaux recyclables","02A","Valorisation matière",52170.39581
2011,32,"Hauts-de-France","59","Nord","02B","Matériaux recyclables","02C","Incinération sans récupération d'énergie",49.053
2011,32,"Hauts-de-France","59","Nord","02B","Matériaux recyclables","02E","Valorisation organique",2573.58
2011,32,"Hauts-de-France","59","Nord","02B","Matériaux recyclables","02Z","Non précisé",5047.54
2011,32,"Hauts-de-France","59","Nord","02C","Déchets verts","02A","Valorisation matière",6155
2011,32,"Hauts-de-France","59","Nord","02C","Déchets verts","02E","Valorisation organique",85722.16476
2011,32,"Hauts-de-France","59","Nord","02D","Encombrants","02A","Valorisation matière",57658.49533
2011,32,"Hauts-de-France","59","Nord","02D","Encombrants","02B","Incinération avec récupération d'énergie",21539.50999
2011,32,"Hauts-de-France","59","Nord","02D","Encombrants","02D","Stockage",22559.2
2011,32,"Hauts-de-France","59","Nord","02D","Encombrants","02Z","Non précisé",54.83655
2011,32,"Hauts-de-France","59","Nord","02E","Déblais et gravats","02A","Valorisation matière",124018.7974
2011,32,"Hauts-de-France","59","Nord","02E","Déblais et gravats","02D","Stockage",2588.82
2011,32,"Hauts-de-France","59","Nord","02E","Déblais et gravats","02F","Stockage pour inertes",61549.2
2011,32,"Hauts-de-France","59","Nord","02E","Déblais et gravats","02Z","Non précisé",1525
2011,32,"Hauts-de-France","59","Nord","02F","DEEE","02A","Valorisation matière",6047.30728
2011,32,"Hauts-de-France","59","Nord","02F","DEEE","02Z","Non précisé",81
2011,32,"Hauts-de-France","59","Nord","02Z","Autres déchets","02A","Valorisation matière",116.98007
2011,32,"Hauts-de-France","59","Nord","02Z","Autres déchets","02B","Incinération avec récupération d'énergie",395
2011,32,"Hauts-de-France","59","Nord","02Z","Autres déchets","02Z","Non précisé",8.74
2011,32,"Hauts-de-France","60","Oise","02A","Déchets dangereux","02A","Valorisation matière",2981.09001
2011,32,"Hauts-de-France","60","Oise","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",137.01
2011,32,"Hauts-de-France","60","Oise","02A","Déchets dangereux","02D","Stockage",24.37
2011,32,"Hauts-de-France","60","Oise","02A","Déchets dangereux","02F","Stockage pour inertes",27.84
2011,32,"Hauts-de-France","60","Oise","02A","Déchets dangereux","02Z","Non précisé",19.47
2011,32,"Hauts-de-France","60","Oise","02B","Matériaux recyclables","02A","Valorisation matière",13100.34999
2011,32,"Hauts-de-France","60","Oise","02B","Matériaux recyclables","02B","Incinération avec récupération d'énergie",1026.4
2011,32,"Hauts-de-France","60","Oise","02B","Matériaux recyclables","02E","Valorisation organique",8357.67
2011,32,"Hauts-de-France","60","Oise","02B","Matériaux recyclables","02Z","Non précisé",2566.58
2011,32,"Hauts-de-France","60","Oise","02C","Déchets verts","02A","Valorisation matière",497.81001
2011,32,"Hauts-de-France","60","Oise","02C","Déchets verts","02B","Incinération avec récupération d'énergie",2401.72
2011,32,"Hauts-de-France","60","Oise","02C","Déchets verts","02E","Valorisation organique",44381.09
2011,32,"Hauts-de-France","60","Oise","02D","Encombrants","02A","Valorisation matière",1263.96001
2011,32,"Hauts-de-France","60","Oise","02D","Encombrants","02B","Incinération avec récupération d'énergie",29392.71
2011,32,"Hauts-de-France","60","Oise","02D","Encombrants","02D","Stockage",25164.98
2011,32,"Hauts-de-France","60","Oise","02D","Encombrants","02Z","Non précisé",164.1
2011,32,"Hauts-de-France","60","Oise","02E","Déblais et gravats","02A","Valorisation matière",20526.11
2011,32,"Hauts-de-France","60","Oise","02E","Déblais et gravats","02F","Stockage pour inertes",8705.75
2011,32,"Hauts-de-France","60","Oise","02E","Déblais et gravats","02Z","Non précisé",29055.62
2011,32,"Hauts-de-France","60","Oise","02F","DEEE","02A","Valorisation matière",4514.63
2011,32,"Hauts-de-France","60","Oise","02Z","Autres déchets","02A","Valorisation matière",13.09
2011,32,"Hauts-de-France","62","Pas-de-Calais","02A","Déchets dangereux","02A","Valorisation matière",2273.51745
2011,32,"Hauts-de-France","62","Pas-de-Calais","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",73.933
2011,32,"Hauts-de-France","62","Pas-de-Calais","02A","Déchets dangereux","02C","Incinération sans récupération d'énergie",555.02601
2011,32,"Hauts-de-France","62","Pas-de-Calais","02A","Déchets dangereux","02D","Stockage",1359.77862
2011,32,"Hauts-de-France","62","Pas-de-Calais","02A","Déchets dangereux","02E","Valorisation organique",56.61
2011,32,"Hauts-de-France","62","Pas-de-Calais","02A","Déchets dangereux","02Z","Non précisé",973.73043
2011,32,"Hauts-de-France","62","Pas-de-Calais","02B","Matériaux recyclables","02A","Valorisation matière",30984.52352
2011,32,"Hauts-de-France","62","Pas-de-Calais","02B","Matériaux recyclables","02B","Incinération avec récupération d'énergie",281
2011,32,"Hauts-de-France","62","Pas-de-Calais","02B","Matériaux recyclables","02D","Stockage",518
2011,32,"Hauts-de-France","62","Pas-de-Calais","02B","Matériaux recyclables","02E","Valorisation organique",498
2011,32,"Hauts-de-France","62","Pas-de-Calais","02B","Matériaux recyclables","02Z","Non précisé",5819.20001
2011,32,"Hauts-de-France","62","Pas-de-Calais","02C","Déchets verts","02A","Valorisation matière",2174.60564
2011,32,"Hauts-de-France","62","Pas-de-Calais","02C","Déchets verts","02E","Valorisation organique",74473.88526
2011,32,"Hauts-de-France","62","Pas-de-Calais","02D","Encombrants","02A","Valorisation matière",31303.53567
2011,32,"Hauts-de-France","62","Pas-de-Calais","02D","Encombrants","02B","Incinération avec récupération d'énergie",8193
2011,32,"Hauts-de-France","62","Pas-de-Calais","02D","Encombrants","02D","Stockage",41199.331
2011,32,"Hauts-de-France","62","Pas-de-Calais","02D","Encombrants","02Z","Non précisé",14.59345
2011,32,"Hauts-de-France","62","Pas-de-Calais","02E","Déblais et gravats","02A","Valorisation matière",31569.51257
2011,32,"Hauts-de-France","62","Pas-de-Calais","02E","Déblais et gravats","02D","Stockage",5058
2011,32,"Hauts-de-France","62","Pas-de-Calais","02E","Déblais et gravats","02F","Stockage pour inertes",38473.19
2011,32,"Hauts-de-France","62","Pas-de-Calais","02E","Déblais et gravats","02Z","Non précisé",6318
2011,32,"Hauts-de-France","62","Pas-de-Calais","02F","DEEE","02A","Valorisation matière",6769.52428
2011,32,"Hauts-de-France","62","Pas-de-Calais","02Z","Autres déchets","02A","Valorisation matière",57.43099
2011,32,"Hauts-de-France","62","Pas-de-Calais","02Z","Autres déchets","02B","Incinération avec récupération d'énergie",22.93599
2011,32,"Hauts-de-France","62","Pas-de-Calais","02Z","Autres déchets","02C","Incinération sans récupération d'énergie",0.95
2011,32,"Hauts-de-France","62","Pas-de-Calais","02Z","Autres déchets","02Z","Non précisé",7.3417
2011,32,"Hauts-de-France","80","Somme","02A","Déchets dangereux","02A","Valorisation matière",814.56789
2011,32,"Hauts-de-France","80","Somme","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",15.46891
2011,32,"Hauts-de-France","80","Somme","02A","Déchets dangereux","02D","Stockage",94.95081
2011,32,"Hauts-de-France","80","Somme","02A","Déchets dangereux","02F","Stockage pour inertes",80.26
2011,32,"Hauts-de-France","80","Somme","02A","Déchets dangereux","02Z","Non précisé",33.8142
2011,32,"Hauts-de-France","80","Somme","02B","Matériaux recyclables","02A","Valorisation matière",8283.51814
2011,32,"Hauts-de-France","80","Somme","02B","Matériaux recyclables","02B","Incinération avec récupération d'énergie",4715.35
2011,32,"Hauts-de-France","80","Somme","02B","Matériaux recyclables","02E","Valorisation organique",1085.10325
2011,32,"Hauts-de-France","80","Somme","02B","Matériaux recyclables","02Z","Non précisé",542.02
2011,32,"Hauts-de-France","80","Somme","02C","Déchets verts","02A","Valorisation matière",504.11436
2011,32,"Hauts-de-France","80","Somme","02C","Déchets verts","02B","Incinération avec récupération d'énergie",1372
2011,32,"Hauts-de-France","80","Somme","02C","Déchets verts","02E","Valorisation organique",33806.70918
2011,32,"Hauts-de-France","80","Somme","02D","Encombrants","02A","Valorisation matière",157.04
2011,32,"Hauts-de-France","80","Somme","02D","Encombrants","02B","Incinération avec récupération d'énergie",357.2
2011,32,"Hauts-de-France","80","Somme","02D","Encombrants","02D","Stockage",35048.83786
2011,32,"Hauts-de-France","80","Somme","02D","Encombrants","02F","Stockage pour inertes",3348.74
2011,32,"Hauts-de-France","80","Somme","02D","Encombrants","02Z","Non précisé",1696.96
2011,32,"Hauts-de-France","80","Somme","02E","Déblais et gravats","02A","Valorisation matière",13300.09883
2011,32,"Hauts-de-France","80","Somme","02E","Déblais et gravats","02D","Stockage",2245.6887
2011,32,"Hauts-de-France","80","Somme","02E","Déblais et gravats","02F","Stockage pour inertes",12808.81
2011,32,"Hauts-de-France","80","Somme","02E","Déblais et gravats","02Z","Non précisé",1272.23
2011,32,"Hauts-de-France","80","Somme","02F","DEEE","02A","Valorisation matière",2301.03272
2011,32,"Hauts-de-France","80","Somme","02F","DEEE","02Z","Non précisé",11.66
2011,32,"Hauts-de-France","80","Somme","02Z","Autres déchets","02A","Valorisation matière",23.82597
2011,11,"Ile-de-France","75","Paris","02A","Déchets dangereux","02A","Valorisation matière",5.59073
2011,11,"Ile-de-France","75","Paris","02A","Déchets dangereux","02Z","Non précisé",56.1411
2011,11,"Ile-de-France","75","Paris","02B","Matériaux recyclables","02A","Valorisation matière",1252.62873
2011,11,"Ile-de-France","75","Paris","02C","Déchets verts","02E","Valorisation organique",136.21054
2011,11,"Ile-de-France","75","Paris","02D","Encombrants","02D","Stockage",4703.32961
2011,11,"Ile-de-France","75","Paris","02E","Déblais et gravats","02F","Stockage pour inertes",4216.42775
2011,11,"Ile-de-France","75","Paris","02F","DEEE","02A","Valorisation matière",158.06522
2011,11,"Ile-de-France","75","Paris","02F","DEEE","02Z","Non précisé",13.21446
2011,11,"Ile-de-France","75","Paris","02Z","Autres déchets","02B","Incinération avec récupération d'énergie",477.24514
2011,11,"Ile-de-France","77","Seine-et-Marne","02A","Déchets dangereux","02A","Valorisation matière",994.49773
2011,11,"Ile-de-France","77","Seine-et-Marne","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",0.5
2011,11,"Ile-de-France","77","Seine-et-Marne","02A","Déchets dangereux","02C","Incinération sans récupération d'énergie",0.67304
2011,11,"Ile-de-France","77","Seine-et-Marne","02A","Déchets dangereux","02Z","Non précisé",1384.67093
2011,11,"Ile-de-France","77","Seine-et-Marne","02B","Matériaux recyclables","02A","Valorisation matière",6216.17384
2011,11,"Ile-de-France","77","Seine-et-Marne","02B","Matériaux recyclables","02B","Incinération avec récupération d'énergie",388.68
2011,11,"Ile-de-France","77","Seine-et-Marne","02B","Matériaux recyclables","02C","Incinération sans récupération d'énergie",0.03074
2011,11,"Ile-de-France","77","Seine-et-Marne","02B","Matériaux recyclables","02E","Valorisation organique",1295.34187
2011,11,"Ile-de-France","77","Seine-et-Marne","02B","Matériaux recyclables","02Z","Non précisé",1148.72357
2011,11,"Ile-de-France","77","Seine-et-Marne","02C","Déchets verts","02A","Valorisation matière",13.52634
2011,11,"Ile-de-France","77","Seine-et-Marne","02C","Déchets verts","02E","Valorisation organique",42577.25916
2011,11,"Ile-de-France","77","Seine-et-Marne","02D","Encombrants","02A","Valorisation matière",454.69515
2011,11,"Ile-de-France","77","Seine-et-Marne","02D","Encombrants","02B","Incinération avec récupération d'énergie",8846.06132
2011,11,"Ile-de-France","77","Seine-et-Marne","02D","Encombrants","02C","Incinération sans récupération d'énergie",2336.63
2011,11,"Ile-de-France","77","Seine-et-Marne","02D","Encombrants","02D","Stockage",37015.39673
2011,11,"Ile-de-France","77","Seine-et-Marne","02D","Encombrants","02Z","Non précisé",3.09543
2011,11,"Ile-de-France","77","Seine-et-Marne","02E","Déblais et gravats","02A","Valorisation matière",249.3005
2011,11,"Ile-de-France","77","Seine-et-Marne","02E","Déblais et gravats","02D","Stockage",20487.46533
2011,11,"Ile-de-France","77","Seine-et-Marne","02E","Déblais et gravats","02F","Stockage pour inertes",44848.99
2011,11,"Ile-de-France","77","Seine-et-Marne","02F","DEEE","02A","Valorisation matière",2778.73547
2011,11,"Ile-de-France","77","Seine-et-Marne","02F","DEEE","02Z","Non précisé",1.25016
2011,11,"Ile-de-France","77","Seine-et-Marne","02Z","Autres déchets","02A","Valorisation matière",0.0041
2011,11,"Ile-de-France","77","Seine-et-Marne","02Z","Autres déchets","02B","Incinération avec récupération d'énergie",3641.76533
2011,11,"Ile-de-France","77","Seine-et-Marne","02Z","Autres déchets","02C","Incinération sans récupération d'énergie",0.00717
2011,11,"Ile-de-France","77","Seine-et-Marne","02Z","Autres déchets","02D","Stockage",29110.10136
2011,11,"Ile-de-France","78","Yvelines","02A","Déchets dangereux","02A","Valorisation matière",540.56994
2011,11,"Ile-de-France","78","Yvelines","02A","Déchets dangereux","02B","Incinération avec récupération d'énergie",0.51
2011,11,"Ile-de-France","78","Yvelines","02A","Déchets dangereux","02C","Incinération sans récupération d'énergie",67.6169
